account_key,dba_name,council_district,naics_code,naics_description,naics_nchar
2019016003,CLK 4 JUICE LP,cd_1,7222,LIMITED-SERVICE EATING PLACES,4
2019016004,CLK 5 JUICE LP,cd_4,7222,LIMITED-SERVICE EATING PLACES,4
2019016006,CLK 5 JUICE LP,cd_3,7222,LIMITED-SERVICE EATING PLACES,4
2019016728,GS MISSION GORGE PROJECT OWNER LP,cd_7,53111,LESSORS OF RESIDENTIAL BUILDINGS & DWELLINGS,5
2019023546,REIWA ACCOUNTING LLP,cd_3,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,6
2019023586,PENSKE TRUCK LEASING CO LP,cd_8,53212,"TRUCK, UTILITY TRAILER & RV RENTAL & LEASING",5
2019023604,DEL TACO #1310,cd_2,722211,LIMITED-SERVICE RESTAURANTS,6
2019023605,DEL TACO #1307,cd_3,722211,LIMITED-SERVICE RESTAURANTS,6
2019023622,DEL TACO #1311,cd_7,722211,LIMITED-SERVICE RESTAURANTS,6
2019025121,PRIME HARVEST LLC,cd_3,45439,OTHER DIRECT SELLING ESTABLISHMENTS,5
2019025122,VALMARE LLC,cd_3,45439,OTHER DIRECT SELLING ESTABLISHMENTS,5
2019025128,AR WORKSHOP SAN DIEGO,cd_3,45322,"GIFT, NOVELTY & SOUVENIR STORES",5
2019025244,WACHIC,cd_5,44819,OTHER CLOTHING STORES,5
2019025271,COAST AVIATION SERVICES LLC,cd_6,48819,OTHER AIR TRANSPORTATION SUPPORT ACTIVITIES,5
2019025822,ARRS TECHNOLOGIES LLC,cd_6,5416,"MANAGEMENT, SCI & TECH CONSULTING SERVICES",4
2020000658,FF PROPERTIES II LP,cd_6,53131,REAL ESTATE PROPERTY MANAGERS,5
2020002558,PRN PHYSICAL THERAPY,cd_5,62134,OFFICES OF PT/OT/SPEECH THERAPY & AUDIOLOGY,5
2020004240,BREMER WHYTE BROWN & OMEARA LLP,cd_3,54111,OFFICES OF LAWYERS,5
2020004275,SNELL & WILMER LLP,cd_1,54111,OFFICES OF LAWYERS,5
2020005844,MICROVISION OPTICAL LLC,cd_1,44613,OPTICAL GOODS STORES,5
2020006208,EDWARD D JONES & CO L P,cd_3,52312,SECURITIES BROKERAGE,5
2020006209,EDWARD D JONES & CO L P,cd_7,52312,SECURITIES BROKERAGE,5
2020006338,DICKEYS BBQ CALIFORNIA LLC,cd_4,722,FOOD SERVICES & DRINKING PLACES,3
2020006547,ROCKEYS TOOLS,cd_6,45439,OTHER DIRECT SELLING ESTABLISHMENTS,5
2020006672,TEXLA TECHNOLOGY,cd_7,54133,ENGINEERING SERVICES,5
2020006728,FOODS ON THE FLY LLC,cd_6,72231,FOOD SERVICE CONTRACTORS,5
2020006998,CHESWICKS,cd_2,72241,DRINKING PLACES (ALCOHOLIC BEVERAGES),5
2020007001,VERIZON WIRELESS,cd_6,51339,OTHER TELECOMMUNICATIONS,5
2020007007,VERIZON WIRELESS,cd_7,4431,ELECTRONICS & APPLIANCE STORES,4
2020007009,VERIZON WIRELESS,cd_6,4431,ELECTRONICS & APPLIANCE STORES,4
2020007386,ARIES INDUSTRIAL SUPPLY LLC,cd_8,42,WHOLESALE TRADE,2
2020007523,ODAI AUTO SALES,cd_6,44112,USED CAR DEALERS,5
2020007615,HENCHMEN SVPPLI CO,cd_9,42,WHOLESALE TRADE,2
2020007786,PRIMAL COFFEE COMPANY,cd_2,311999,ALL OTHER MISCELLANEOUS FOOD MFG,6
2020007887,EUROWAY ENTERPRISES LLC,cd_5,42,WHOLESALE TRADE,2
2020007944,NASTAMEDIX LLC,cd_3,42,WHOLESALE TRADE,2
2020008829,VORFREUDE CAPITAL,cd_1,454,NONSTORE RETAILERS,3
2020008867,TOPI BOTANIC LLC,cd_2,454,NONSTORE RETAILERS,3
2020008933,SAN YSIDRO SELF-STORAGE,cd_8,44,RETAIL TRADE,2
2020009010,SOUTH COAST VETERAN SUPPLY,cd_6,454,NONSTORE RETAILERS,3
2020009114,KCG VENTURES LLC,cd_2,454,NONSTORE RETAILERS,3
2020009654,EDWARD JONES,cd_5,52312,SECURITIES BROKERAGE,5
2020009911,RHAPSODY LABS CALIFORNIA LLC,cd_8,81,OTHER BUSINESS SERVICES,2
2020010223,WEST COAST CYCLES,cd_6,44,RETAIL TRADE,2
2020010665,ACE SELF STORAGE,cd_6,4931,WAREHOUSING & STORAGE,4
2020011016,THRIVE AFFORDABLE VET CARE,cd_2,6213,OFFICES OF OTHER HEALTH PRACTITIONERS,4
2020011305,PRIMOS,cd_1,72,ACCOMMODATION & FOOD SERVICES,2
2020011498,MONARCH COMPANY LLC,cd_6,454,NONSTORE RETAILERS,3
2020011560,RUNNINGFISH LLC,cd_3,5415,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,4
2020011601,ABYPLASTIKABSA LLC,cd_1,42,WHOLESALE TRADE,2
2020011641,KAILA LANI SPORTFISHING LLC,cd_5,81,OTHER BUSINESS SERVICES,2
2020011793,INCITRIO LLC,cd_1,81,OTHER BUSINESS SERVICES,2
2020011851,FM WORKSPACE SOLUTIONS LLC,cd_9,44,RETAIL TRADE,2
2020011853,FORCEFIELD LLC,cd_6,541514,IT SERVICES & SUPPORT,6
2020012581,J & B FINE GOODS,cd_2,44,RETAIL TRADE,2
2020013215,HUSK AND GRIND,cd_6,44,RETAIL TRADE,2
2020013223,HYDROXTREME WATER SPORTS LLC,cd_2,81,OTHER BUSINESS SERVICES,2
2020013262,DELIVERY FOR WORLD,cd_2,44,RETAIL TRADE,2
2020013274,IMPROVISED ELECTRONICS LLC,cd_8,81,OTHER BUSINESS SERVICES,2
2020013537,MOTHER TO MOTHER MIDWIFERY,cd_3,621399,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,6
2020017355,FLORA BAR & KITCHEN,cd_1,72211,FULL-SERVICE RESTAURANTS,5
2021000094,GRAVITY HEIGHTS SORRENTO VALLEY LP,cd_6,72211,FULL-SERVICE RESTAURANTS,5
2021000439,DEL TACO #1211,cd_8,7222,LIMITED-SERVICE EATING PLACES,4
2021001156,DAVE'S HOT CHICKEN,cd_6,722211,LIMITED-SERVICE RESTAURANTS,6
2021001401,ASTOR HOTEL,cd_3,72111,HOTELS (EXC CASINO HOTELS) & MOTELS,5
2021001991,OCEANIC SAN YSIDRO LP,cd_8,721,ACCOMMODATION,3
2021002461,PEARL HEALTH LP,cd_3,56111,OFFICE ADMINISTRATIVE SERVICES,5
2021002956,THRIVE AFFORDABLE VET CARE,cd_5,54194,VETERINARY SERVICES,5
2021003216,INTELIBIS RESEARCH LP,cd_2,54169,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,5
2021003678,OCEANIC MARINA LP,cd_1,72211,FULL-SERVICE RESTAURANTS,5
2021006164,JAMBA JUICE #3353,cd_9,722213,SNACK & NONALCOHOLIC BEVERAGE BARS,6
2021006499,GRIFFIS MISSION VALLEY,cd_7,532,RENTAL & LEASING SERVICES,3
2021008299,RED DOOR ESCAPE ROOM LLC,cd_7,7139,OTHER AMUSEMENT & RECREATION INDUSTRIES,4
2021009582,THE 911,cd_7,5419,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,4
2021010826,STARDUST FLOAT SPA LP,cd_2,812199,OTHER PERSONAL CARE SERVICES,6
2021010858,ACTION GYPSUM SUPPLY WEST LP,cd_4,4441,BUILDING MATERIAL & SUPPLIES DEALERS,4
2021011978,EXPEDEX LP,cd_1,42299,OTHER MISCELLANEOUS NONDURABLE GOODS WHSLE,5
2021012133,JAMBA JUICE 3349,cd_6,7222,LIMITED-SERVICE EATING PLACES,4
2022000180,CALIFORNIA LAW PARTNERS LLP,cd_2,5411,LEGAL SERVICES,4
2022000655,MICHAEL WALL ENGINEERING LP,cd_3,54133,ENGINEERING SERVICES,5
2003021665,SDDR V LP,cd_7,523999,MISCELLANEOUS FINANCIAL INVESTMENT ACTIVITIES,6
2006015404,9625 TOWN CENTRE PARTNERS LP,cd_3,541,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",3
2007015303,WFP-GATEWAY LP,cd_3,541,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",3
2007015336,WFP-MIRAMAR LP,cd_3,541,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",3
2010010820,ROSSLYN LOFTS HOUSING PARTNERS LP THE,cd_6,541,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",3
2014004525,INSTANT SMOG CHECK,cd_6,811198,ALL OTHER AUTOMOTIVE R&M,6
2014014569,JLMR INVESTMENTS LP,cd_2,531,REAL ESTATE,3
